year,month,day,hour,airtemp_degc,dewpoint_degc,slp_hpa,winddir_degrees,windspeed_ms,skycond_oktas,liqprec_mm
2019,1,1,0,-0.6,-1.1,1007.0,350.0,6.2,8.0,
2019,1,1,1,-1.1,-1.7,1008.4,340.0,4.1,,0.3
2019,1,1,2,-1.1,-2.2,1009.6,350.0,5.1,,0.5
2019,1,1,3,-1.1,-2.2,1011.4,340.0,4.1,,0.5
2019,1,1,4,-1.1,-2.2,1013.4,340.0,4.1,,-0.1
2019,1,1,5,-1.1,-2.2,1014.8,340.0,2.6,,-0.1
2019,1,1,6,-1.1,-2.8,1016.8,340.0,4.1,8.0,0.3
2019,1,1,7,-2.2,-3.9,1018.3,350.0,5.1,,-0.1
2019,1,1,8,-2.8,-5.6,1020.1,340.0,5.1,,0.0
2019,1,1,9,-3.9,-6.7,1022.0,350.0,5.1,,0.0
2019,1,1,10,-4.4,-7.2,1022.9,360.0,4.6,,0.0
2019,1,1,11,-5.0,-7.8,1023.3,360.0,4.1,,0.0
2019,1,1,12,-5.6,-8.3,1024.3,360.0,4.6,6.0,0.0
2019,1,1,13,-6.1,-8.3,1026.2,340.0,4.1,,0.0
2019,1,1,14,-6.7,-8.9,1027.5,350.0,3.6,,0.0
2019,1,1,15,-6.7,-9.4,,340.0,3.6,,0.0
2019,1,1,16,-6.7,-10.0,1028.9,360.0,4.1,,0.0
2019,1,1,17,-7.2,-10.6,1029.4,360.0,3.1,,0.0
2019,1,1,18,-6.7,-10.6,1028.8,10.0,3.6,6.0,0.0
2019,1,1,19,-6.7,-11.1,1027.9,50.0,4.1,4.0,-0.1
2019,1,1,20,-6.7,-11.1,1028.0,40.0,1.5,4.0,0.0
2019,1,1,21,-7.2,-11.7,1028.4,20.0,2.6,,0.0
2019,1,1,22,-7.2,-11.1,1028.7,360.0,2.6,,0.0
2019,1,1,23,-7.2,-11.1,1029.0,360.0,1.5,,0.0
2019,1,2,0,-7.2,-10.6,1028.4,40.0,1.5,8.0,0.0
2019,1,2,1,-7.2,-10.6,1028.7,50.0,1.5,,0.0
2019,1,2,2,-7.2,-10.6,1028.5,0.0,0.0,,0.0
2019,1,2,3,-7.2,-10.6,1028.4,20.0,1.5,,0.0
2019,1,2,4,-7.2,-10.6,1027.2,0.0,0.0,,0.0
2019,1,2,5,-7.2,-10.0,1026.7,150.0,2.1,,0.0
2019,1,2,6,-7.2,-10.0,1026.2,160.0,3.1,8.0,0.0
2019,1,2,7,-7.2,-9.4,1025.7,150.0,3.1,,0.0
2019,1,2,8,-6.7,-8.9,1025.6,190.0,2.6,,0.0
2019,1,2,9,-6.7,-8.3,1025.2,160.0,2.1,,0.0
2019,1,2,10,-6.7,-8.9,1024.0,170.0,3.6,,0.0
2019,1,2,11,-6.1,-8.3,1022.8,160.0,3.1,,-0.1
2019,1,2,12,-6.1,-8.3,1022.5,160.0,3.1,8.0,0.0
2019,1,2,13,-5.6,-7.2,1021.9,180.0,4.1,,-0.1
2019,1,2,14,-5.6,-6.1,1021.8,180.0,3.6,,-0.1
2019,1,2,15,-4.4,-5.6,1021.3,190.0,4.6,,0.3
2019,1,2,16,-3.9,-6.1,1020.5,220.0,4.1,,0.3
2019,1,2,17,-3.9,-6.1,1019.0,230.0,4.6,,-0.1
2019,1,2,18,-4.4,-7.2,1017.6,250.0,3.6,8.0,-0.1
2019,1,2,19,-4.4,-7.2,1016.3,210.0,3.6,,0.3
2019,1,2,20,-4.4,-7.2,1016.0,,2.6,,-0.1
2019,1,2,21,-4.4,-7.8,1015.7,230.0,5.1,,-0.1
2019,1,2,22,-4.4,-7.8,1015.1,220.0,3.6,,0.0
2019,1,2,23,-4.4,-7.8,1016.0,,2.6,,0.0
2019,1,3,0,-4.4,-8.3,1016.0,250.0,4.1,8.0,0.0
2019,1,3,1,-4.4,-8.3,1016.4,,2.6,,0.0
2019,1,3,2,-4.4,-8.3,1016.8,210.0,4.1,2.0,0.0
2019,1,3,3,-4.4,-7.8,1016.5,240.0,4.6,0.0,0.0
2019,1,3,4,-3.3,-7.2,1015.9,250.0,4.1,,0.0
2019,1,3,5,-3.9,-7.8,1015.7,,1.5,2.0,0.0
2019,1,3,6,-4.4,-7.8,1015.6,220.0,3.1,0.0,0.0
2019,1,3,7,-5.6,-8.3,1015.5,210.0,3.6,0.0,0.0
2019,1,3,8,-6.1,-8.3,1015.6,200.0,3.6,0.0,0.0
2019,1,3,9,-6.1,-8.3,1016.1,220.0,2.6,0.0,0.0
2019,1,3,10,-6.1,-8.3,1016.1,220.0,4.1,0.0,0.0
2019,1,3,11,-6.1,-8.3,1015.7,220.0,2.1,0.0,0.0
2019,1,3,12,-6.1,-8.3,1014.9,220.0,4.6,0.0,0.0
2019,1,3,13,-6.1,-8.3,1015.4,210.0,2.6,0.0,0.0
2019,1,3,14,-5.6,-7.8,1015.8,200.0,2.1,2.0,0.0
2019,1,3,15,-4.4,-7.2,1016.1,210.0,2.6,2.0,0.0
2019,1,3,16,-2.8,-6.7,1015.7,220.0,2.1,4.0,0.0
2019,1,3,17,-1.7,-6.1,1015.0,200.0,3.6,4.0,0.0
2019,1,3,18,-0.6,-5.6,1014.0,210.0,5.1,4.0,0.0
2019,1,3,19,0.6,-4.4,1012.9,200.0,4.1,2.0,0.0
2019,1,3,20,1.7,-3.9,1012.0,210.0,4.1,2.0,0.0
2019,1,3,21,2.8,-3.9,1011.6,220.0,3.6,2.0,0.0
2019,1,3,22,2.2,-3.3,1011.2,210.0,4.1,4.0,0.0
2019,1,3,23,2.2,-2.8,1011.0,200.0,4.1,4.0,0.0
2019,1,4,0,1.7,-2.2,1011.5,210.0,4.1,2.0,0.0
2019,1,4,1,2.2,-2.2,1011.7,220.0,4.1,2.0,0.0
2019,1,4,2,1.7,-2.2,1011.9,210.0,2.6,2.0,0.0
2019,1,4,3,1.7,-2.2,1011.9,210.0,3.1,0.0,0.0
2019,1,4,4,2.2,-2.2,1011.5,210.0,3.1,0.0,0.0
2019,1,4,5,2.2,-2.2,1011.0,210.0,3.1,0.0,0.0
2019,1,4,6,2.2,-2.2,1010.3,230.0,3.6,0.0,0.0
2019,1,4,7,2.2,-2.8,1009.5,,2.6,0.0,0.0
2019,1,4,8,2.2,-2.2,1008.9,220.0,2.6,0.0,0.0
2019,1,4,9,1.7,-2.8,1008.8,240.0,3.1,0.0,0.0
2019,1,4,10,1.7,-2.8,1008.0,,2.6,0.0,0.0
2019,1,4,11,1.1,-3.3,1007.7,0.0,0.0,0.0,0.0
2019,1,4,12,0.6,-3.3,1008.0,200.0,2.6,2.0,0.0
2019,1,4,13,0.6,-3.3,1007.6,200.0,1.5,0.0,0.0
2019,1,4,14,-1.7,-3.9,1008.7,0.0,0.0,0.0,0.0
2019,1,4,15,1.1,-3.3,1009.0,0.0,0.0,0.0,0.0
2019,1,4,16,3.3,-3.3,1008.7,,2.1,2.0,0.0
2019,1,4,17,4.4,-2.2,1007.7,,1.5,0.0,0.0
2019,1,4,18,5.0,-2.2,1006.7,,1.5,2.0,0.0
2019,1,4,19,6.1,-2.2,1006.2,290.0,3.1,2.0,0.0
2019,1,4,20,6.7,-1.7,1005.9,270.0,2.1,2.0,0.0
2019,1,4,21,7.8,-1.1,1005.6,0.0,0.0,4.0,0.0
2019,1,4,22,6.7,-1.7,1005.7,,1.5,4.0,0.0
2019,1,4,23,3.3,-1.7,1006.1,280.0,1.5,2.0,0.0
2019,1,5,0,2.2,-2.2,1006.3,0.0,0.0,2.0,0.0
2019,1,5,1,0.6,-2.2,1006.9,0.0,0.0,0.0,0.0
2019,1,5,2,-1.7,-3.3,1007.2,0.0,0.0,0.0,0.0
2019,1,5,3,-2.2,-3.9,1007.3,0.0,0.0,0.0,0.0
2019,1,5,4,-2.8,-4.4,1007.7,0.0,0.0,0.0,0.0
2019,1,5,5,-2.2,-3.9,1007.3,0.0,0.0,0.0,0.0
2019,1,5,6,-3.3,-5.0,1007.3,0.0,0.0,0.0,0.0
2019,1,5,7,-3.9,-5.0,1007.1,0.0,0.0,0.0,0.0
2019,1,5,8,-3.3,-5.0,1007.7,0.0,0.0,0.0,0.0
2019,1,5,9,-3.9,-5.0,1007.7,0.0,0.0,0.0,0.0
2019,1,5,10,-2.2,-3.9,1007.4,0.0,0.0,0.0,0.0
2019,1,5,11,-4.4,-5.6,1007.9,0.0,0.0,0.0,0.0
2019,1,5,12,-1.1,-2.2,1008.5,260.0,1.5,0.0,0.0
2019,1,5,13,-1.1,-2.8,1008.8,0.0,0.0,2.0,0.0
2019,1,5,14,-1.7,-2.2,1009.5,0.0,0.0,2.0,0.0
2019,1,5,15,1.7,-1.1,1009.9,,1.5,2.0,0.0
2019,1,5,16,4.4,0.0,1010.0,,1.5,2.0,0.0
2019,1,5,17,6.7,-0.6,1010.2,280.0,3.6,2.0,0.0
2019,1,5,18,7.2,-0.6,1010.1,280.0,2.1,2.0,0.0
2019,1,5,19,8.9,-0.6,1009.9,,2.1,2.0,0.0
2019,1,5,20,10.0,-0.6,1010.2,,2.6,2.0,0.0
2019,1,5,21,10.0,-1.1,1011.0,,2.1,2.0,0.0
2019,1,5,22,8.9,-0.6,1011.9,280.0,2.1,2.0,0.0
2019,1,5,23,7.2,-1.1,1012.8,0.0,0.0,2.0,0.0
2019,1,6,0,3.9,-1.7,1013.4,260.0,2.6,2.0,0.0
2019,1,6,1,2.8,-1.7,1014.6,270.0,2.1,0.0,0.0
2019,1,6,2,2.8,-1.7,1016.0,300.0,2.6,0.0,0.0
2019,1,6,3,-0.6,-2.8,1017.1,0.0,0.0,0.0,0.0
2019,1,6,4,2.8,-1.1,1017.8,340.0,1.5,0.0,0.0
2019,1,6,5,1.7,-1.7,1018.5,0.0,0.0,0.0,0.0
2019,1,6,6,-1.1,-2.8,1019.1,320.0,1.5,0.0,0.0
2019,1,6,7,-1.7,-2.8,1020.2,310.0,2.1,0.0,0.0
2019,1,6,8,-1.1,-2.8,1021.4,,,0.0,0.0
2019,1,6,9,-1.7,-2.8,1021.7,0.0,0.0,0.0,0.0
2019,1,6,10,-3.3,-3.9,1022.5,320.0,1.5,0.0,0.0
2019,1,6,11,-4.4,-5.0,1023.0,350.0,1.5,0.0,0.0
2019,1,6,12,-4.4,-5.6,1023.7,0.0,0.0,6.0,0.0
2019,1,6,13,-3.9,-5.0,1024.3,0.0,0.0,,0.0
2019,1,6,14,-3.9,-4.4,1024.5,10.0,2.1,,0.0
2019,1,6,15,-1.1,-2.8,1025.1,70.0,3.1,,0.0
2019,1,6,16,0.0,-2.2,1025.5,90.0,2.6,,0.0
2019,1,6,17,1.1,-2.8,1024.5,90.0,5.1,,0.0
2019,1,6,18,1.7,-2.2,1024.1,100.0,6.2,8.0,0.0
2019,1,6,19,2.2,-1.7,1023.4,110.0,5.1,,0.0
2019,1,6,20,2.2,-1.1,1023.2,110.0,5.1,,0.0
2019,1,6,21,2.2,-1.7,1023.7,120.0,7.2,,0.0
2019,1,6,22,1.7,-1.7,1022.9,110.0,6.2,,0.0
2019,1,6,23,1.1,-2.8,1022.2,110.0,7.2,,0.0
2019,1,7,0,0.6,-2.8,1022.1,100.0,6.2,8.0,0.0
2019,1,7,1,0.6,-2.8,1021.5,100.0,5.7,,0.0
2019,1,7,2,0.6,-3.3,1019.6,100.0,6.2,,-0.1
2019,1,7,3,1.1,-2.2,1020.4,150.0,5.1,,-0.1
2019,1,7,4,1.7,-1.7,1017.7,120.0,5.7,,0.0
2019,1,7,5,2.2,-1.1,1015.7,130.0,8.8,,-0.1
2019,1,7,6,2.2,-0.6,1014.3,140.0,7.2,8.0,-0.1
2019,1,7,7,2.2,0.6,1012.8,140.0,6.7,,1.8
2019,1,7,8,2.2,1.1,1012.0,140.0,6.7,,2.3
2019,1,7,9,2.8,1.1,1010.6,130.0,7.2,,1.8
2019,1,7,10,2.8,1.1,1009.1,140.0,6.7,,1.5
2019,1,7,11,3.3,2.2,1007.2,150.0,7.2,,2.0
2019,1,7,12,3.9,2.8,1005.8,150.0,7.2,8.0,1.8
2019,1,7,13,5.0,3.9,1004.2,160.0,7.7,,1.8
2019,1,7,14,5.6,4.4,1002.9,160.0,7.7,,1.3
2019,1,7,15,6.1,5.0,1002.0,170.0,6.2,,4.6
2019,1,7,16,6.7,5.6,1000.3,170.0,6.7,,2.0
2019,1,7,17,7.2,6.1,998.9,190.0,4.1,,2.3
2019,1,7,18,7.8,6.7,997.5,220.0,2.1,8.0,2.5
2019,1,7,19,7.8,6.7,996.9,210.0,2.1,,2.0
2019,1,7,20,7.8,6.7,997.1,240.0,3.6,,0.3
2019,1,7,21,8.3,6.7,998.2,240.0,3.6,,0.0
2019,1,7,22,7.2,3.9,1000.3,280.0,5.7,,0.0
2019,1,7,23,5.0,2.2,1002.8,290.0,3.6,,0.0
2019,1,8,0,3.9,1.7,1003.9,,2.1,8.0,0.0
2019,1,8,1,4.4,1.7,1005.8,280.0,2.1,,0.0
2019,1,8,2,3.9,1.7,1006.9,280.0,3.6,,0.0
2019,1,8,3,3.9,1.1,1007.1,280.0,2.1,,0.0
2019,1,8,4,3.3,1.1,1007.5,,1.5,,0.0
2019,1,8,5,2.8,0.6,1008.0,,1.5,,0.0
2019,1,8,6,2.2,0.6,1007.9,230.0,2.1,8.0,0.0
2019,1,8,7,2.2,0.6,1007.6,,2.1,,0.0
2019,1,8,8,2.2,0.6,1007.8,250.0,1.5,,0.0
2019,1,8,9,2.2,0.6,1007.1,230.0,2.1,,0.0
2019,1,8,10,2.2,1.1,1006.2,,,,0.0
2019,1,8,11,1.7,1.1,1006.2,0.0,0.0,,0.0
2019,1,8,12,1.7,1.1,1006.4,210.0,2.6,8.0,0.0
2019,1,8,13,1.7,1.1,1007.1,290.0,2.6,,0.0
2019,1,8,14,2.2,0.6,1007.8,320.0,3.6,,0.0
2019,1,8,15,2.8,0.6,1008.5,280.0,2.6,,0.0
2019,1,8,16,3.9,0.6,1009.2,290.0,4.6,,0.0
2019,1,8,17,5.0,-0.6,1009.0,280.0,5.7,,0.0
2019,1,8,18,5.0,-3.3,1009.0,280.0,7.2,6.0,0.0
2019,1,8,19,3.9,-5.0,1009.4,290.0,8.2,2.0,0.0
2019,1,8,20,3.3,-4.4,1010.4,300.0,6.7,,0.0
2019,1,8,21,2.2,-5.6,1011.3,290.0,6.2,,0.0
2019,1,8,22,2.2,-5.0,1011.6,290.0,6.2,,0.0
2019,1,8,23,0.6,-6.7,1012.6,300.0,8.8,,0.0
2019,1,9,0,-1.7,-8.9,1014.3,290.0,7.2,8.0,0.0
2019,1,9,1,-3.3,-10.0,1015.5,290.0,8.2,,0.0
2019,1,9,2,-4.4,-11.7,1017.1,290.0,6.2,,0.0
2019,1,9,3,-5.6,-12.2,1017.8,320.0,6.7,,0.0
2019,1,9,4,-6.1,-12.8,1018.6,320.0,5.7,,0.0
2019,1,9,5,-6.7,-13.3,1019.4,300.0,5.1,,0.0
2019,1,9,6,-7.2,-13.3,1019.8,310.0,6.7,8.0,0.0
2019,1,9,7,-7.8,-14.4,1020.0,,,,0.0
2019,1,9,8,-7.8,-14.4,1020.9,320.0,5.7,,0.0
2019,1,9,9,-8.3,-13.9,1021.9,310.0,6.7,,0.0
2019,1,9,10,-8.3,-14.4,1022.1,310.0,4.1,,0.0
2019,1,9,11,-8.9,-13.9,1022.5,300.0,5.1,,0.0
2019,1,9,12,-8.9,-15.0,1023.4,310.0,5.7,6.0,0.0
2019,1,9,13,-9.4,-15.0,1024.2,320.0,5.7,,0.0
2019,1,9,14,-10.0,-16.1,1025.4,320.0,5.7,,0.0
2019,1,9,15,-10.0,-16.1,1026.5,330.0,7.7,,0.0
2019,1,9,16,-10.0,-16.1,1027.5,300.0,6.7,,0.0
2019,1,9,17,-8.9,-16.1,1027.9,320.0,5.7,,0.0
2019,1,9,18,-8.3,-15.6,1027.2,340.0,4.6,6.0,0.0
2019,1,9,19,-7.8,-15.6,1026.9,320.0,5.1,,0.0
2019,1,9,20,-7.2,-15.0,1027.0,300.0,5.7,4.0,0.0
2019,1,9,21,-6.7,-15.0,1027.3,310.0,5.7,2.0,0.0
2019,1,9,22,-7.2,-15.0,1027.7,320.0,5.7,0.0,0.0
2019,1,9,23,-8.3,-15.6,1028.5,320.0,4.1,0.0,0.0
2019,1,10,0,-8.9,-15.0,1029.2,340.0,4.1,0.0,0.0
2019,1,10,1,-8.9,-15.0,1029.7,340.0,5.7,0.0,0.0
2019,1,10,2,-9.4,-15.0,1030.0,330.0,3.6,0.0,0.0
2019,1,10,3,-10.0,-15.0,1030.4,340.0,4.1,0.0,0.0
2019,1,10,4,-10.0,-15.6,1030.5,340.0,3.6,0.0,0.0
2019,1,10,5,-10.6,-15.0,1030.5,340.0,3.1,0.0,0.0
2019,1,10,6,-10.6,-15.6,1030.3,350.0,5.1,0.0,0.0
2019,1,10,7,-11.1,-15.6,1030.5,350.0,3.6,0.0,0.0
2019,1,10,8,-11.1,-15.6,1031.0,340.0,2.6,0.0,0.0
2019,1,10,9,-11.1,-15.0,1031.2,340.0,4.1,0.0,0.0
2019,1,10,10,-11.1,-15.0,1031.2,330.0,2.6,0.0,0.0
2019,1,10,11,-11.1,-15.0,1031.4,310.0,2.1,0.0,0.0
2019,1,10,12,-11.1,-14.4,1031.5,320.0,2.1,6.0,0.0
2019,1,10,13,-10.6,-14.4,1031.4,330.0,2.6,,0.0
2019,1,10,14,-10.6,-14.4,1031.9,330.0,2.6,,0.0
2019,1,10,15,-9.4,-13.3,1032.0,10.0,2.6,,0.0
2019,1,10,16,-7.8,-12.8,1032.9,330.0,3.1,4.0,0.0
2019,1,10,17,-7.2,-12.8,1032.1,0.0,0.0,,0.0
2019,1,10,18,-6.1,-12.2,1030.8,,1.5,6.0,0.0
2019,1,10,19,-5.0,-11.7,1030.2,,1.5,4.0,0.0
2019,1,10,20,-3.9,-11.7,1029.3,30.0,2.1,2.0,0.0
2019,1,10,21,-3.9,-11.1,1029.5,0.0,0.0,2.0,0.0
2019,1,10,22,-3.9,-11.1,1029.4,0.0,0.0,2.0,0.0
2019,1,10,23,-6.1,-11.1,1029.5,80.0,2.1,4.0,0.0
2019,1,11,0,-6.7,-11.1,1029.3,90.0,2.1,4.0,0.0
2019,1,11,1,-7.2,-11.1,1029.2,0.0,0.0,2.0,0.0
2019,1,11,2,-7.8,-11.1,1029.8,0.0,0.0,0.0,0.0
2019,1,11,3,-7.2,-10.6,1029.0,120.0,3.1,0.0,0.0
2019,1,11,4,-7.2,-10.6,1028.8,130.0,2.6,0.0,0.0
2019,1,11,5,-7.8,-10.0,1028.9,110.0,2.1,0.0,0.0
2019,1,11,6,-7.2,-10.0,1028.5,120.0,2.6,4.0,0.0
2019,1,11,7,-6.7,-10.0,1028.4,150.0,3.6,,0.0
2019,1,11,8,-7.2,-10.6,1029.0,170.0,2.6,,0.0
2019,1,11,9,-7.2,-10.0,1028.3,160.0,2.6,2.0,0.0
2019,1,11,10,-8.3,-10.6,1028.3,120.0,2.6,0.0,0.0
2019,1,11,11,-7.8,-10.6,1028.3,110.0,1.5,0.0,0.0
2019,1,11,12,-7.2,-9.4,1028.5,170.0,3.1,6.0,0.0
2019,1,11,13,-7.8,-10.0,1028.1,170.0,3.1,,0.0
2019,1,11,14,-7.2,-9.4,1028.2,170.0,4.1,,0.0
2019,1,11,15,-6.1,-8.3,1028.2,190.0,5.1,,0.0
2019,1,11,16,-5.0,-7.8,1028.2,190.0,4.6,,0.0
2019,1,11,17,-3.9,-7.8,1027.7,170.0,6.7,,0.0
2019,1,11,18,-3.3,-7.2,1026.9,190.0,5.7,8.0,0.0
2019,1,11,19,-2.8,-7.8,1026.3,180.0,4.6,,0.0
2019,1,11,20,-2.8,-7.2,1025.9,160.0,5.7,,0.0
2019,1,11,21,-2.2,-7.2,1026.0,160.0,5.1,,0.0
2019,1,11,22,-2.2,-7.2,1026.3,180.0,5.1,,0.0
2019,1,11,23,-2.2,-6.7,1026.5,160.0,3.6,,0.0
2019,1,12,0,-2.2,-6.7,1026.2,160.0,3.6,8.0,0.0
2019,1,12,1,-2.2,-6.1,1026.6,160.0,3.1,,0.0
2019,1,12,2,-2.2,-6.1,1026.4,160.0,4.1,,0.0
2019,1,12,3,-2.2,-5.6,1026.2,140.0,4.1,,0.0
2019,1,12,4,-2.2,-5.6,1026.5,150.0,3.6,,0.0
2019,1,12,5,-2.2,-5.6,1027.0,140.0,3.1,,0.0
2019,1,12,6,-2.8,-5.6,1026.7,140.0,2.6,8.0,0.0
2019,1,12,7,-2.8,-5.6,1027.0,120.0,2.1,,0.0
2019,1,12,8,-2.2,-5.6,1026.9,110.0,1.5,,0.0
2019,1,12,9,-2.2,-5.6,1027.1,110.0,1.5,,0.0
2019,1,12,10,-2.2,-5.6,1027.2,110.0,2.1,,0.0
2019,1,12,11,-2.2,-5.6,1027.3,80.0,2.1,,0.0
2019,1,12,12,-2.2,-5.6,1027.4,80.0,3.1,8.0,0.0
2019,1,12,13,-2.2,-5.6,1027.7,70.0,2.1,,0.0
2019,1,12,14,-2.2,-5.6,1028.3,70.0,3.1,,0.0
2019,1,12,15,-1.7,-5.0,1028.8,80.0,3.6,,0.0
2019,1,12,16,-1.1,-4.4,1028.8,70.0,4.6,,0.0
2019,1,12,17,-0.6,-3.9,1028.9,80.0,4.1,,0.0
2019,1,12,18,0.0,-4.4,1028.2,90.0,5.1,8.0,0.0
2019,1,12,19,0.0,-5.0,1027.9,100.0,4.6,,0.0
2019,1,12,20,0.0,-5.0,1028.0,80.0,6.2,,0.0
2019,1,12,21,0.0,-5.0,1027.8,80.0,6.2,,0.0
2019,1,12,22,0.0,-5.0,1028.0,70.0,5.7,,0.0
2019,1,12,23,-0.6,-5.6,1028.6,70.0,8.8,,0.0
2019,1,13,0,-1.1,-5.6,1029.4,60.0,6.7,8.0,0.0
2019,1,13,1,-1.1,-6.1,1029.8,60.0,7.2,,0.0
2019,1,13,2,-1.7,-6.1,1029.9,60.0,6.2,,0.0
2019,1,13,3,-1.7,-6.1,1029.8,60.0,4.1,,0.0
2019,1,13,4,-1.7,-6.7,1029.6,50.0,5.1,,0.0
2019,1,13,5,-1.7,-6.7,1029.7,50.0,5.1,,0.0
2019,1,13,6,-1.7,-6.1,1029.7,40.0,4.1,8.0,0.0
2019,1,13,7,-1.7,-5.6,1029.8,50.0,5.1,,0.0
2019,1,13,8,-1.7,-5.6,1030.2,40.0,4.1,,0.0
2019,1,13,9,-1.7,-5.6,1030.2,30.0,4.1,,0.0
2019,1,13,10,-2.2,-5.6,1030.1,30.0,5.7,,0.0
2019,1,13,11,-2.2,-6.1,1030.0,30.0,5.1,,0.0
2019,1,13,12,-2.2,-6.1,1030.3,30.0,3.6,8.0,0.0
2019,1,13,13,-2.2,-7.2,1030.8,60.0,5.1,,0.0
2019,1,13,14,-2.2,-7.2,1031.1,30.0,3.6,,0.0
2019,1,13,15,-2.2,-6.1,1031.6,20.0,4.1,,0.0
2019,1,13,16,-2.2,-6.7,1032.1,40.0,5.1,,0.0
2019,1,13,17,-1.7,-6.1,1031.9,30.0,4.1,,0.0
2019,1,13,18,-1.7,-6.1,1031.0,50.0,3.6,8.0,0.0
2019,1,13,19,-1.7,-6.1,1030.4,30.0,3.6,,0.0
2019,1,13,20,-2.2,-6.7,1030.4,350.0,2.6,,0.0
2019,1,13,21,-2.2,-6.7,1030.4,10.0,3.6,,0.0
2019,1,13,22,-2.8,-6.7,1030.4,0.0,0.0,,0.0
2019,1,13,23,-2.8,-6.7,1030.6,10.0,2.6,,0.0
2019,1,14,0,-2.8,-6.7,1030.5,340.0,1.5,8.0,0.0
2019,1,14,1,-3.3,-6.7,1030.3,360.0,2.1,,0.0
2019,1,14,2,-2.8,-6.7,1030.0,0.0,0.0,,0.0
2019,1,14,3,-3.3,-6.7,1030.2,,1.5,,0.0
2019,1,14,4,-3.3,-6.7,1030.2,300.0,1.5,,0.0
2019,1,14,5,-3.3,-6.7,1030.0,0.0,0.0,,0.0
2019,1,14,6,-3.3,-6.7,1029.4,260.0,2.1,8.0,0.0
2019,1,14,7,-3.9,-6.7,1028.9,,1.5,,0.0
2019,1,14,8,-3.9,-6.7,1029.0,230.0,1.5,2.0,0.0
2019,1,14,9,-3.3,-6.7,1028.7,220.0,1.5,,0.0
2019,1,14,10,-3.3,-6.7,1028.2,,2.1,,0.0
2019,1,14,11,-3.3,-6.1,1027.7,240.0,2.6,,0.0
2019,1,14,12,-3.3,-6.1,1027.6,,2.6,6.0,0.0
2019,1,14,13,-3.3,-6.1,1027.8,240.0,3.6,,0.0
2019,1,14,14,-3.9,-6.7,1027.7,230.0,3.1,,0.0
2019,1,14,15,-3.3,-6.1,1027.3,,2.6,,0.0
2019,1,14,16,-2.8,-5.6,1027.4,220.0,3.6,,0.0
2019,1,14,17,-1.1,-5.6,1026.9,220.0,3.1,,0.0
2019,1,14,18,-2.2,-6.1,1025.9,250.0,3.6,6.0,0.0
2019,1,14,19,-1.7,-5.6,1025.3,240.0,3.6,,0.0
2019,1,14,20,-1.7,-5.6,1024.6,230.0,4.1,,0.0
2019,1,14,21,-2.2,-6.1,1024.5,,3.1,,0.0
2019,1,14,22,-2.8,-5.6,1024.6,,2.1,,0.0
2019,1,14,23,-4.4,-7.2,1025.0,,2.1,,0.0
2019,1,15,0,-5.0,-7.2,1025.1,,2.6,8.0,0.0
2019,1,15,1,-4.4,-6.7,1025.1,,2.1,,0.0
2019,1,15,2,-5.0,-6.7,1024.9,260.0,3.6,,0.0
2019,1,15,3,-4.4,-6.7,1024.5,,2.1,,0.0
2019,1,15,4,-3.9,-6.1,1024.5,290.0,1.5,,0.0
2019,1,15,5,-3.9,-5.6,1024.2,290.0,2.1,,0.0
2019,1,15,6,-3.3,-5.6,1023.6,250.0,2.6,8.0,0.0
2019,1,15,7,-3.3,-5.6,1023.2,290.0,2.1,,0.0
2019,1,15,8,-3.3,-5.0,1023.0,240.0,2.1,,0.0
2019,1,15,9,-2.8,-5.0,1023.1,0.0,0.0,,0.0
2019,1,15,10,-2.8,-5.0,1022.8,0.0,0.0,,0.0
2019,1,15,11,-2.8,-5.0,1022.6,250.0,2.6,,0.0
2019,1,15,12,-2.8,-4.4,1022.3,,1.5,8.0,0.0
2019,1,15,13,-2.8,-4.4,1022.1,240.0,1.5,,0.0
2019,1,15,14,-2.8,-4.4,1021.3,210.0,1.5,,0.0
2019,1,15,15,-2.2,-4.4,1021.2,220.0,3.6,,0.0
2019,1,15,16,-2.2,-4.4,1021.2,250.0,3.6,,0.0
2019,1,15,17,-1.7,-4.4,1020.4,240.0,4.1,,0.0
2019,1,15,18,-1.7,-3.9,1019.0,220.0,3.1,8.0,0.0
2019,1,15,19,-1.7,-4.4,1017.9,230.0,5.1,,0.0
2019,1,15,20,-1.7,-3.9,1017.2,230.0,3.1,,0.0
2019,1,15,21,-1.7,-3.9,1016.4,230.0,4.1,,0.0
2019,1,15,22,-1.1,-3.3,1016.0,,2.6,,0.0
2019,1,15,23,-1.1,-3.3,1015.4,230.0,4.1,,0.0
2019,1,16,0,-1.1,-2.8,1015.4,230.0,4.6,8.0,0.0
2019,1,16,1,-1.1,-2.8,1016.1,250.0,4.6,,0.0
2019,1,16,2,-0.6,-2.8,1016.0,,2.1,,0.0
2019,1,16,3,-0.6,-2.2,1016.0,250.0,3.1,,-0.1
2019,1,16,4,0.0,-1.7,1016.3,270.0,2.6,,-0.1
2019,1,16,5,0.6,-1.7,1017.1,,3.1,,0.0
2019,1,16,6,0.6,-2.2,1017.7,300.0,3.1,8.0,0.0
2019,1,16,7,0.6,-3.9,1018.1,310.0,3.6,,0.0
2019,1,16,8,-0.6,-5.6,1019.2,340.0,5.1,,0.0
2019,1,16,9,-1.1,-7.2,1020.3,320.0,4.1,,0.0
